-100.8,2.3
-98.90000000000001,2.4
-97.7,2.4
-96.5,2.6
-95.3,2.6
-94,2.7
-92.8,2.8
-91.59999999999999,2.9
-90.40000000000001,3
-89.2,3.1
-88,3.2
-86.8,3.3
-85.59999999999999,3.4
-84.40000000000001,3.5
-83.2,3.7
-82,3.8
-80.8,4
-79.5,4.1
-78.3,4.3
-77.09999999999999,4.5
-75.90000000000001,4.7
-74.7,4.9
-73.5,5.1
-72.3,5.4
-71.09999999999999,5.7
-69.90000000000001,6.1
-68.7,6.6
-67.40000000000001,7.4
-66.2,8.6
-65,10.9
-63.8,15.2
-62.6,23.5
-61.4,36.1
-60.2,50.5
-59,64.8
-57.8,77.90000000000001
-56.6,88.40000000000001
-55.4,94
-54.2,96.7
-52.9,98.2
-51.7,99.09999999999999
-50.5,99.59999999999999
-49.3,99.59999999999999
-48.1,99.90000000000001
-46.9,100.1
-45.7,100.1
-44.5,100.3
-43.3,100.3
-42.1,100.3
-40.9,100.3
-39.7,100.3
-38.5,100.5
-37.2,100.3
-36,100.4
-34.8,100.5
-33.6,100.4
-32.4,100.3
-31.2,100.4
-30,100.4
-28.8,100.4
-27.6,100.5
-26.4,100.6
-25.2,100.3
-24,100.6
-22.8,100.7
-21.6,100.6
-20.4,100.3
-19.2,100.5
-17.9,100.5
-16.7,100.4
-15.5,100.3
-14.3,100.3
-13.1,100.4
-11.9,100.3
-10.7,100.2
-9.5,99.90000000000001
-8.300000000000001,100.2
-7.1,100.1
-5.9,100.1
-4.7,99.90000000000001
-3.5,99.90000000000001
-2.3,100
-1.1,99.90000000000001
0,100
0.2,100
1.4,100
2.6,99.8
3.8,99.90000000000001
5,100
6.2,100
7.4,100.1
8.6,100.1
9.9,100.2
11.1,100.2
12.3,100.2
13.5,100.3
14.7,100.3
15.9,100.5
17.1,100.4
18.3,100.6
19.5,100.5
20.7,100.5
21.9,100.8
23.1,100.7
24.3,100.6
25.5,100.7
26.7,100.7
27.9,100.6
29.1,100.7
30.4,100.5
31.6,100.5
32.8,100.6
33.9,100.7
35.1,100.5
36.3,100.2
37.5,100.6
38.8,100.9
40,100.7
41.2,100.5
42.4,100.3
43.6,100.4
44.8,100.7
46,100.6
47.2,100.4
48.4,100
49.7,100.1
50.9,99.59999999999999
52.1,99.3
53.3,98.5
54.5,97.3
55.7,95
56.9,89.90000000000001
58.1,80.59999999999999
59.3,67.59999999999999
60.5,52.8
61.8,38
63,25
64.2,15.7
65.40000000000001,11
66.59999999999999,8.699999999999999
67.8,7.4
69,6.6
70.2,6.1
71.40000000000001,5.6
72.7,5.3
73.90000000000001,5
75.09999999999999,4.8
76.3,4.6
77.5,4.4
78.7,4.2
79.90000000000001,4.1
81.09999999999999,3.9
82.3,3.7
83.5,3.6
84.7,3.5
85.90000000000001,3.3
87.09999999999999,3.3
88.3,3.1
89.5,3
90.8,2.9
92,2.8
93.2,2.7
94.40000000000001,2.6
95.5,2.6
96.59999999999999,2.5
98,2.3
99.8,2.2
100.8,2
